# times, data, noise_only, signal_only
2.744140625000000000e-01 -1.673118499308474657e-23 -1.354228037525405333e-23 -3.188904617830693234e-24
2.753906250000000000e-01 -3.440119618535074851e-23 -3.078929222570936434e-23 -3.611903959641384171e-24
2.763671875000000000e-01 -6.284869005552382914e-23 -5.891235910137408216e-23 -3.936330954149746976e-24
2.773437500000000000e-01 5.521759512488146033e-23 5.936780923417718620e-23 -4.150214109295723673e-24
2.783203125000000000e-01 1.823823295226638858e-23 2.248211226014455030e-23 -4.243879307878163193e-24
2.792968750000000000e-01 -6.291149647118497791e-23 -5.869965379358980662e-23 -4.211842677595174227e-24
2.802734375000000000e-01 -4.602316319305093466e-23 -4.197167340820358461e-23 -4.051489784847350047e-24
2.812500000000000000e-01 1.070055236435586335e-23 1.446537941498480032e-23 -3.764827050628936972e-24
2.822265625000000000e-01 1.077331113657847846e-22 1.110900955081841947e-22 -3.356984142399420374e-24
2.832031250000000000e-01 -3.274242973818824648e-23 -2.990473184100829429e-23 -2.837697897179952189e-24
2.841796875000000000e-01 4.418072978117398126e-23 4.640024469114472405e-23 -2.219514909970740591e-24
2.851562500000000000e-01 6.947487499612553938e-23 7.099395554129409006e-23 -1.519080545168545361e-24
2.861328125000000000e-01 -4.113049128880206079e-23 -4.037531471823139875e-23 -7.551765705706605715e-25
2.871093750000000000e-01 -4.510482246457573445e-23 -4.515503188280773950e-23 5.020941823200601481e-26
2.880859375000000000e-01 2.582496620649353691e-24 1.708389005361543931e-24 8.741076152878099430e-25
2.890625000000000000e-01 1.669377462785207284e-23 1.500213348967010896e-23 1.691641138181962416e-24
2.900390625000000000e-01 2.318584540671709729e-23 2.070754106704694462e-23 2.478304339670152301e-24
2.910156250000000000e-01 8.615386455974305865e-23 8.294476377734270454e-23 3.209100782400351173e-24
2.919921875000000000e-01 -6.336229968483088861e-23 -6.722323643971248256e-23 3.860936754881595414e-24
2.929687500000000000e-01 -7.808670858778918499e-23 -8.249848064290108997e-23 4.411772055111908657e-24
2.939453125000000000e-01 3.333960069428414449e-23 2.849669892890673587e-23 4.842901765377410093e-24
2.949218750000000000e-01 -9.713457911138448463e-23 -1.022725409920856940e-22 5.137961880701209419e-24
2.958984375000000000e-01 -5.912753980774748210e-23 -6.441267437971058021e-23 5.285134571963093698e-24
2.968750000000000000e-01 -6.729739311924291189e-23 -7.257341170084821186e-23 5.276018581605301446e-24
2.978515625000000000e-01 6.026876075579465988e-25 -4.504888552940677090e-24 5.107576160498623689e-24
2.988281250000000000e-01 1.855178265801145213e-22 1.807371412525105543e-22 4.780685327603974342e-24
2.998046875000000000e-01 -3.590257829755707855e-24 -7.892116243571953397e-24 4.301858413816245542e-24
3.007812500000000000e-01 -6.423675760675051599e-23 -6.791833211342183856e-23 3.681574506671319638e-24
3.017578125000000000e-01 2.040982903164437387e-23 1.747413608437567101e-23 2.935692947268703598e-24
3.027343750000000000e-01 1.070159837179690481e-22 1.049325723920139606e-22 2.083411325955084901e-24
3.037109375000000000e-01 -5.020998939576536127e-23 -5.135839996436934393e-23 1.148410568603982290e-24
3.046875000000000000e-01 1.027385717217594450e-22 1.025819463541427943e-22 1.566253676166530225e-25
3.056640625000000000e-01 5.243303305798276541e-24 6.106126086790560061e-24 -8.628227809922835197e-25
3.066406250000000000e-01 -3.725340685647818650e-24 -1.845204864127925065e-24 -1.880135821519893586e-24
3.076171875000000000e-01 6.573399177520536758e-23 6.859807326020551948e-23 -2.864081485000155938e-24
3.085937500000000000e-01 -1.365772920307228337e-22 -1.327927490317009543e-22 -3.784542999021880069e-24
3.095703125000000000e-01 4.671197626218485960e-23 5.132373778317917240e-23 -4.611761520994310593e-24
3.105468750000000000e-01 3.134071841372484444e-23 3.665967233448017606e-23 -5.318953920755330880e-24
3.115234375000000000e-01 5.480392879288150367e-23 6.068547631241730196e-23 -5.881547519535799762e-24
3.125000000000000000e-01 1.847902771977799639e-23 2.475866503938808884e-23 -6.279637319610093183e-24
3.134765625000000000e-01 -2.534245918490826697e-23 -1.884548582828462888e-23 -6.496973356623639556e-24
3.144531250000000000e-01 -5.920643455386648256e-23 -5.268319030445474119e-23 -6.523244249411741378e-24
3.154296875000000000e-01 -7.922616255443977838e-23 -7.287328899495845520e-23 -6.352873559481323183e-24
3.164062500000000000e-01 -4.087120846266606151e-23 -3.488422038904967434e-23 -5.986988073616385701e-24
3.173828125000000000e-01 -1.295221795385370601e-22 -1.240903881478662712e-22 -5.431791390670784518e-24
3.183593750000000000e-01 -5.094311003127689116e-23 -4.624291555858361582e-23 -4.700194472693275338e-24
3.193359375000000000e-01 8.131225284624254906e-24 1.194113621397643733e-23 -3.809910929352182425e-24
3.203125000000000000e-01 -8.286938891960053052e-23 -8.008463642054128067e-23 -2.784752499059251684e-24
3.212890625000000000e-01 5.340661911837698710e-24 6.992948142354532361e-24 -1.652286230516833284e-24
3.222656250000000000e-01 -1.267679370086086297e-22 -1.263231541097173768e-22 -4.447828988912573287e-25
3.232421875000000000e-01 4.936948952512190471e-23 4.856614735210925059e-23 8.033421730126547677e-25
3.242187500000000000e-01 -1.315071652914153808e-22 -1.335619342746871035e-22 2.054768983271712381e-24
3.251953125000000000e-01 3.756440365707336070e-23 3.429229877155324311e-23 3.272104885520114652e-24
3.261718750000000000e-01 8.365351951883705978e-23 7.923620108129730920e-23 4.417318437539746169e-24
3.271484375000000000e-01 -8.079802178313329927e-23 -8.625261535114536305e-23 5.454593568012064518e-24
3.281250000000000000e-01 2.038146754959220129e-23 1.403178608656437249e-23 6.349681463027828806e-24
3.291015625000000000e-01 -4.120647302819790563e-23 -4.827921291528432549e-23 7.072739887086419858e-24
3.300781250000000000e-01 -3.649601654888578798e-23 -4.409364922476229178e-23 7.597632675876500863e-24
3.310546875000000000e-01 5.603097752037229474e-24 -2.301456046328082734e-24 7.904553798365312208e-24
3.320312500000000000e-01 2.631479198903096230e-23 1.833582911053554186e-23 7.978962878495420438e-24
3.330078125000000000e-01 -6.079522845742293246e-24 -1.389342769489660257e-23 7.813904849154309320e-24
3.339843750000000000e-01 1.040213907324467829e-22 9.661271952872411416e-23 7.408671203722664328e-24
3.349609375000000000e-01 -6.504182269286266732e-23 -7.181256649439743626e-23 6.770743801534766003e-24
3.359375000000000000e-01 6.272800975658465675e-23 5.681408237650701616e-23 5.913927380077637657e-24
3.369140625000000000e-01 1.166483849881614599e-22 1.117885586815713176e-22 4.859826306590146750e-24
3.378906250000000000e-01 5.754878281477039536e-24 2.119258915094880206e-24 3.635619366382159330e-24
3.388671875000000000e-01 -8.303353532912977206e-23 -8.530871127529698238e-23 2.275175946167211057e-24
3.398437500000000000e-01 -1.266572034895875787e-22 -1.274735500215183784e-22 8.163465319308017470e-25
3.408203125000000000e-01 -2.888314590119486825e-23 -2.818480122355002218e-23 -6.983446776448460618e-25
3.417968750000000000e-01 -7.233964211213038629e-23 -7.011498085488199899e-23 -2.224661257248391708e-24
3.427734375000000000e-01 2.058812876404159401e-23 2.430424033955613864e-23 -3.716111575514545369e-24
3.437500000000000000e-01 4.248495166270246838e-23 4.761209139831491505e-23 -5.127139735612443725e-24
3.447265625000000000e-01 -4.786584436873929822e-23 -4.145307429980124638e-23 -6.412770068938051101e-24
3.457031250000000000e-01 1.023539331529767548e-22 1.098857284137046764e-22 -7.531795260727921603e-24
3.466796875000000000e-01 3.058287362416773415e-23 3.902911050934187679e-23 -8.446236885174142644e-24
3.476562500000000000e-01 -9.631198692555262986e-23 -8.718759472327159757e-23 -9.124392202281038169e-24
3.486328125000000000e-01 5.766948719156826092e-23 6.720964626631689647e-23 -9.540159074748635551e-24
3.496093750000000000e-01 -1.320477858141208382e-22 -1.223719867097790268e-22 -9.675799104341805476e-24
3.505859375000000000e-01 2.689297824539841696e-23 3.641374733102509192e-23 -9.520769085626672019e-24
3.515625000000000000e-01 -5.779140210011152605e-23 -4.871738787255229579e-23 -9.074014227559228796e-24
3.525390625000000000e-01 -6.955611742415665493e-23 -6.121371151532206807e-23 -8.342405908834586864e-24
3.535156250000000000e-01 4.391330556437328242e-23 5.125589601832332939e-23 -7.342590453950046972e-24
3.544921875000000000e-01 6.784407861357520503e-23 7.394287673599634227e-23 -6.098798122421135035e-24
3.554687500000000000e-01 8.782732068703788852e-23 9.247140500499272525e-23 -4.644084317954838201e-24
3.564453125000000000e-01 -6.930471812918638098e-23 -6.628703715862291216e-23 -3.017680970563464413e-24
3.574218750000000000e-01 -4.994662658718126009e-23 -4.868077019163372780e-23 -1.265856395547533034e-24
3.583984375000000000e-01 3.494166482815283141e-23 3.438042944233886083e-23 5.612353858139692064e-25
3.593750000000000000e-01 2.069673680445449297e-22 2.045581906884698168e-22 2.409177356075105968e-24
3.603515625000000000e-01 1.056924457888274039e-22 1.014697176205320324e-22 4.222728168295370055e-24
3.613281250000000000e-01 -7.003162482147934472e-23 -7.597716508283430218e-23 5.945540261354960390e-24
3.623046875000000000e-01 4.813548774670974833e-23 4.061174708605580825e-23 7.523740660653938607e-24
3.632812500000000000e-01 -1.626634642101385272e-23 -2.517213623439725506e-23 8.905789813383403809e-24
3.642578125000000000e-01 1.921290284649371097e-23 9.166883443408076711e-24 1.004601940308563426e-23
3.652343750000000000e-01 -1.734546803699328139e-23 -2.824965549983425139e-23 1.090418746284097147e-23
3.662109375000000000e-01 8.821970580326149399e-23 7.677100281268956097e-23 1.144870299057192714e-23
3.671875000000000000e-01 4.731322337274836265e-23 3.565731075195439021e-23 1.165591262079397097e-23
3.681640625000000000e-01 -1.179812457580842282e-22 -1.294941979307841192e-22 1.151295217269988806e-23
3.691406250000000000e-01 2.754279351955784290e-23 1.652639183416854783e-23 1.101640168538929507e-23
3.701171875000000000e-01 1.069723252212754603e-22 9.679785426073240842e-23 1.017447096054305190e-23
3.710937500000000000e-01 2.586118421686551558e-23 1.685608522964129375e-23 9.005098987224220356e-24
3.720703125000000000e-01 2.800401254786738997e-23 2.046640125258020828e-23 7.537611295287184630e-24
3.730468750000000000e-01 -1.628504536689246642e-22 -1.686605548688292586e-22 5.810101199904586235e-24
3.740234375000000000e-01 -9.871041547404577129e-24 -1.374137895836695686e-23 3.870337410962379730e-24
3.750000000000000000e-01 -2.308200454042386729e-23 -2.485457211009311176e-23 1.772567569669245206e-24
3.759765625000000000e-01 2.121739783707115824e-23 2.163937384055722213e-23 -4.219760034860626020e-25
3.769531250000000000e-01 3.790258698415674523e-23 4.055134486589019652e-23 -2.648757881733453494e-24
3.779296875000000000e-01 1.101599731749544394e-23 1.585593918107312012e-23 -4.839941863577676185e-24
3.789062500000000000e-01 -1.320805277776642287e-22 -1.251521405879363727e-22 -6.928387189727864850e-24
3.798828125000000000e-01 -2.792604290601354569e-23 -1.907836785796915265e-23 -8.847675048044394507e-24
3.808593750000000000e-01 2.745820946143749562e-23 3.799431663428963703e-23 -1.053610717285214142e-23
3.818359375000000000e-01 -6.992484161273366956e-24 4.944281315918286997e-24 -1.193676547719165395e-23
3.828125000000000000e-01 -3.168094807364027897e-23 -1.867955306380533131e-23 -1.300139500983494471e-23
3.837890625000000000e-01 -8.218950861621364247e-23 -6.849949129016479139e-23 -1.369001732604885402e-23
3.847656250000000000e-01 -7.094019432473280276e-23 -5.696591675003171971e-23 -1.397427757470108011e-23
3.857421875000000000e-01 -9.684052077921971306e-23 -8.300393035394820288e-23 -1.383659042527151311e-23
3.867187500000000000e-01 9.399691026723150822e-23 1.072698981153039733e-22 -1.327298784807246217e-23
3.876953125000000000e-01 1.461548582539581185e-22 1.584463439802509761e-22 -1.229148572629285768e-23
3.886718750000000000e-01 5.796842084679284138e-23 6.888246588123360971e-23 -1.091404503444076540e-23
3.896484375000000000e-01 -6.721735865392483195e-23 -5.804318288936788554e-23 -9.174175764556949354e-24
3.906250000000000000e-01 5.352876776813010305e-23 6.064703295971638640e-23 -7.118265191586277474e-24
3.916015625000000000e-01 1.343998369206989841e-22 1.392022297407756017e-22 -4.802392820076629346e-24
3.925781250000000000e-01 -9.020327187197060162e-23 -8.791048717748320528e-23 -2.292784694487395613e-24
3.935546875000000000e-01 -1.196403633909377119e-22 -1.199784402285707618e-22 3.380768376330416586e-25
3.945312500000000000e-01 -3.438767447567900097e-23 -3.739909144172768034e-23 3.011416966048681939e-24
3.955078125000000000e-01 6.893711089082369029e-24 1.247231202198567095e-24 5.646479886883801199e-24
3.964843750000000000e-01 -3.162630521341608125e-23 -3.978727269957467680e-23 8.160967486158598483e-24
3.974609375000000000e-01 -1.053594038406687243e-22 -1.158350660371712834e-22 1.047566219650255621e-23
3.984375000000000000e-01 3.054242998423707757e-23 1.802763483576330745e-23 1.251479514847377159e-23
3.994140625000000000e-01 4.592316971819395026e-23 3.171269779948671456e-23 1.421047191870723570e-23
4.003906250000000000e-01 -2.111159893164987139e-23 -3.661448413348425243e-23 1.550288520183438105e-23
4.013671875000000000e-01 1.345432709748232524e-22 1.181987706741322404e-22 1.634450030069101790e-23
4.023437500000000000e-01 4.070123109541450283e-23 2.400157838160555250e-23 1.669965271380895033e-23
4.033203125000000000e-01 1.197617854288582364e-22 1.032138588285014553e-22 1.654792660035678106e-23
4.042968750000000000e-01 6.545657150044074167e-23 4.957356129640428276e-23 1.588301020403645891e-23
4.052734375000000000e-01 3.028148413121863780e-23 1.556608660942714591e-23 1.471539752179148895e-23
4.062500000000000000e-01 8.409351828568274526e-23 7.102321113299494652e-23 1.307030715268779580e-23
4.072265625000000000e-01 3.608954867992638352e-24 -7.380308785820875499e-24 1.098926365381351385e-23
4.082031250000000000e-01 2.650048049124043711e-23 1.797347645549106770e-23 8.527004035749369409e-24
4.091796875000000000e-01 -6.349829862232665455e-23 -6.925059201727013440e-23 5.752293394943478380e-24
4.101562500000000000e-01 7.386590217520414663e-23 7.112190826718772457e-23 2.743993908016426472e-24
4.111328125000000000e-01 -8.069480895786024548e-23 -8.028572923903218622e-23 -4.090797188280644491e-25
4.121093750000000000e-01 1.293962941719620454e-22 1.330092087261748958e-22 -3.612914554212856337e-24
4.130859375000000000e-01 -1.150816510849627073e-22 -1.083127810623970854e-22 -6.768870022565627870e-24
4.140625000000000000e-01 3.587155755318877413e-23 4.565029065100966023e-23 -9.778733097820886100e-24
4.150390625000000000e-01 -1.951152869122567329e-22 -1.825696432962784831e-22 -1.254564361597825567e-23
4.160156250000000000e-01 -1.339816049579160696e-22 -1.190022078428360803e-22 -1.497939711507999224e-23
4.169921875000000000e-01 -3.166924089343197982e-24 1.383024154846737077e-23 -1.699716563781056875e-23
4.179687500000000000e-01 -1.308836788918588449e-22 -1.123553472977190217e-22 -1.852833159413983201e-23
4.189453125000000000e-01 -9.460065980226198885e-23 -7.508590466375951533e-23 -1.951475513850247352e-23
4.199218750000000000e-01 3.108605835816867801e-24 2.302376285426895502e-23 -1.991515701845208722e-23
4.208984375000000000e-01 2.859672741184132297e-23 4.830128587351773616e-23 -1.970455846167641319e-23
4.218750000000000000e-01 -9.882738794020333455e-23 -7.994985415230968555e-23 -1.887753378789364313e-23
4.228515625000000000e-01 -4.485194042817663052e-23 -2.740539476901430105e-23 -1.744654565916232946e-23
4.238281250000000000e-01 -1.248563765263822353e-22 -1.094121041886586180e-22 -1.544427233772361734e-23
4.248046875000000000e-01 -6.734643697027197647e-23 -5.442560114382026634e-23 -1.292083582645171307e-23
4.257812500000000000e-01 5.889972104987417831e-23 6.884450105043383584e-23 -9.944780000559663403e-24
4.267578125000000000e-01 -6.164163603030557989e-23 -5.504262507912557959e-23 -6.599010951180001035e-24
4.277343750000000000e-01 -9.676544612854622836e-23 -9.378459201701380533e-23 -2.980854111532420092e-24
4.287109375000000000e-01 -6.820979928113926202e-24 -7.623834161653717259e-24 8.028542335397909645e-25
4.296875000000000000e-01 -3.205050456967496097e-23 -3.668718490002383582e-23 4.636680330348876324e-24
4.306640625000000000e-01 4.437554876914116173e-23 3.597315635503800588e-23 8.402392414103155850e-24
4.316406250000000000e-01 1.552421715600322441e-23 3.543942269194211645e-24 1.198027488680901277e-23
4.326171875000000000e-01 7.107744824820740791e-23 5.582241850763363880e-23 1.525502974057376911e-23
4.335937500000000000e-01 -7.457960450617378633e-23 -9.269680261767557191e-23 1.811719811150177970e-23
4.345703125000000000e-01 -2.278589954252297249e-23 -4.325503838916794592e-23 2.046913884664497343e-23
4.355468750000000000e-01 6.490352874616576506e-23 4.267748307317939688e-23 2.222604567298636818e-23
4.365234375000000000e-01 6.233684552495989541e-23 3.901574504038177433e-23 2.332110048457812108e-23
4.375000000000000000e-01 2.187390290496574092e-23 -1.831703631879364480e-24 2.370560653684510687e-23
4.384765625000000000e-01 5.304692954556746620e-24 -1.804866800296905606e-23 2.335336095752580268e-23
4.394531250000000000e-01 -1.320282237628241085e-23 -3.546251166801266744e-23 2.225968929173025659e-23
4.404296875000000000e-01 -4.295637144256746848e-23 -6.340069154969515094e-23 2.044432010712768247e-23
4.414062500000000000e-01 -5.374795812600086961e-23 -7.169682653083334544e-23 1.794886840483247583e-23
4.423828125000000000e-01 3.122029182847031343e-23 1.638183666628192103e-23 1.483845516218838946e-23
4.433593750000000000e-01 5.988898085192344641e-23 4.869108001007090562e-23 1.119790084185253933e-23
4.443359375000000000e-01 -1.086023191346821513e-22 -1.157341188049552425e-22 7.131799670273079534e-24
4.453125000000000000e-01 -5.908564004804689010e-23 -6.184479608782784976e-23 2.759156039780954521e-24
4.462890625000000000e-01 -1.024467390814387294e-22 -1.006591148078131250e-22 -1.787624273625607294e-24
4.472656250000000000e-01 -8.779991412694966977e-23 -8.143101119328289164e-23 -6.368902933666775193e-24
4.482421875000000000e-01 -5.837941640301217948e-23 -4.753973790816844978e-23 -1.083967849484373411e-23
4.492187500000000000e-01 5.877135039908225767e-23 7.382795774630415622e-23 -1.505660734722189267e-23
4.501953125000000000e-01 -1.239560519904286781e-22 -1.050758757213622891e-22 -1.888017626906638317e-23
4.511718750000000000e-01 8.428827167521864649e-23 1.064697895100542578e-22 -2.218151783483560546e-23
4.521484375000000000e-01 -7.472279862942199198e-23 -4.987853275987725641e-23 -2.484426586954473557e-23
4.531250000000000000e-01 -2.877226409666093397e-24 2.389387884549428556e-23 -2.677110525516037896e-23
4.541015625000000000e-01 3.982347747779849938e-23 6.770838659627687696e-23 -2.788490911847837758e-23
4.550781250000000000e-01 5.418120153539123890e-23 8.231519935453917347e-23 -2.813399781914793456e-23
4.560546875000000000e-01 -6.412550425405891484e-23 -3.663370623716280046e-23 -2.749179801689611438e-23
4.570312500000000000e-01 2.005774200069237176e-23 4.601856884230219535e-23 -2.596082684160982358e-23
4.580078125000000000e-01 -2.004719950933959971e-22 -1.769011007686391486e-22 -2.357089432475683973e-23
4.589843750000000000e-01 -6.548406701069023349e-23 -4.510288197206717782e-23 -2.038118503862305861e-23
4.599609375000000000e-01 1.810470949621761080e-23 3.458110532594093341e-23 -1.647639582972332260e-23
4.609375000000000000e-01 2.169240115364868308e-23 3.365955755719823807e-23 -1.196715640354955499e-23
4.619140625000000000e-01 7.728720029869637297e-23 8.427189815426655286e-23 -6.984697855570182820e-24
4.628906250000000000e-01 1.138016152024435006e-22 1.154812337373597139e-22 -1.679618534916215177e-24
4.638671875000000000e-01 -8.445150880074125630e-24 -1.223034559418440837e-23 3.785194714110282741e-24
4.648437500000000000e-01 1.684289393215459170e-22 1.591919453861404220e-22 9.236993935405496440e-24
4.658203125000000000e-01 -6.474356522036190534e-24 -2.097525835018106053e-23 1.450090182814486999e-23
4.667968750000000000e-01 6.502253451586505947e-23 4.561964602024979834e-23 1.940288849561526113e-23
4.677734375000000000e-01 -9.185042257555784411e-23 -1.156285317136314189e-22 2.377810913807356890e-23
4.687500000000000000e-01 9.021980578781411989e-23 6.274587286926575634e-23 2.747393291854836355e-23
4.697265625000000000e-01 1.264139870940879521e-22 9.605638316499236426e-23 3.035760392909558788e-23
4.707031250000000000e-01 1.358721919034152959e-22 1.035539043361913337e-22 3.231828756722395044e-23
4.716796875000000000e-01 1.402101534728216763e-24 -3.187176975513522594e-23 3.327387128986344271e-23
4.726562500000000000e-01 -2.840581743952104804e-23 -6.157762465690893005e-23 3.317180721738788201e-23
4.736328125000000000e-01 -6.815844510862420150e-23 -1.001524764246094029e-22 3.199403131598520142e-23
4.746093750000000000e-01 6.871643378840816292e-24 -2.288392044760060668e-23 2.975556382644142297e-23
4.755859375000000000e-01 1.279277765894837289e-22 1.014203014228122519e-22 2.650747516667148879e-23
4.765625000000000000e-01 -6.495622676091337726e-23 -8.728980662216373450e-23 2.233357986125035430e-23
4.775390625000000000e-01 -1.362610926839201967e-22 -1.536121923658305338e-22 1.735109968191034301e-23
4.785156250000000000e-01 -1.193204225089477409e-22 -1.310251986347783855e-22 1.170477612583064607e-23
4.794921875000000000e-01 -7.804004162136896621e-23 -8.360548124047638886e-23 5.565439619107427796e-24
4.804687500000000000e-01 -2.007610630284104704e-24 -1.130137285927796518e-24 -8.774733443563081859e-25
4.814453125000000000e-01 3.705449210714449121e-23 4.447343126013549157e-23 -7.418939152990997412e-24
4.824218750000000000e-01 -5.376703887890461485e-23 -3.991946908906250956e-23 -1.384756978984210823e-23
4.833984375000000000e-01 1.033160856627868598e-22 1.232658664557597038e-22 -1.994978079297284400e-23
4.843750000000000000e-01 1.469955155040692171e-23 4.021887409452302882e-23 -2.551932254411610711e-23
4.853515625000000000e-01 -2.334769442688058707e-23 7.013684029635407574e-24 -3.036137845651599465e-23
4.863281250000000000e-01 1.997886613526824284e-24 3.630000043521960634e-23 -3.430211382169278206e-23
4.873046875000000000e-01 -7.675436184932118385e-23 -3.956205673422479453e-23 -3.719230511509639519e-23
4.882812500000000000e-01 9.296369365343668384e-24 4.821187026727048288e-23 -3.891550090192681449e-23
4.892578125000000000e-01 -8.505311149428001270e-23 -4.566342225956011505e-23 -3.938968923471989765e-23
4.902343750000000000e-01 -9.899392166112971571e-24 2.867426724725988998e-23 -3.857365941337286155e-23
4.912109375000000000e-01 -6.896657701537573808e-23 -3.249984056239720271e-23 -3.646673645297853537e-23
4.921875000000000000e-01 -1.500441832736523890e-23 1.810811419673924900e-23 -3.311253252410448791e-23
4.931640625000000000e-01 -1.373854571474367149e-22 -1.087899327881021447e-22 -2.859552435933457020e-23
4.941406250000000000e-01 3.168917587945021241e-24 2.621091792863122539e-23 -2.304200034068620415e-23
4.951171875000000000e-01 2.382798595341991724e-23 4.044220353680023847e-23 -1.661421758338032123e-23
4.960937500000000000e-01 -2.159008506864366057e-23 -1.208134256634721689e-23 -9.508742502296443685e-24
4.970703125000000000e-01 1.045346792922955551e-22 1.064823273395783344e-22 -1.947648047282773389e-24
4.980468750000000000e-01 -1.187771925045986392e-22 -1.246027541403304192e-22 5.825561635731770386e-24
4.990234375000000000e-01 1.258191164206930671e-22 1.122628273746932753e-22 1.355628904599979770e-23
5.000000000000000000e-01 9.692851330285012739e-23 7.594442637471291317e-23 2.098408692813722010e-23
5.009765625000000000e-01 -7.851442170522455200e-23 -1.063687303936850635e-22 2.785430868846051151e-23
5.019531250000000000e-01 -4.072082779344819009e-23 -7.464492269067198032e-23 3.392409489722379023e-23
5.029296875000000000e-01 -8.753275051411204552e-24 -4.772690441322827168e-23 3.897362936181706712e-23
5.039062500000000000e-01 1.682065911979505408e-22 1.253956306072467494e-22 4.281096059070379137e-23
5.048828125000000000e-01 3.476885002430408834e-23 -1.051330389179013487e-23 4.528215391609422026e-23
5.058593750000000000e-01 1.489170923953913079e-22 1.026423997375795550e-22 4.627469265781174111e-23
5.068359375000000000e-01 1.858876770840786510e-22 1.401624695628785849e-22 4.572520752120005432e-23
5.078125000000000000e-01 -1.253317109318590042e-23 -5.615275247475298916e-23 4.361958138156708874e-23
5.087890625000000000e-01 1.304931433025841754e-22 9.049558887281025733e-23 3.999755442977391806e-23
5.097656250000000000e-01 5.480951931297989594e-23 1.985960567698218973e-23 3.494991363599771208e-23
5.107421875000000000e-01 -6.308773411460559517e-23 -9.170743477858832076e-23 2.861970066398272559e-23
5.117187500000000000e-01 -8.079792820157597044e-23 -1.019932543659079914e-22 2.119532616433202092e-23
5.126953125000000000e-01 1.506968056096054222e-23 2.161578585019674923e-24 1.290810197594086730e-23
5.136718750000000000e-01 -3.338802033730630594e-24 -7.361320603463509227e-24 4.022518569732878633e-24
5.146484375000000000e-01 -4.340210672792491551e-23 -3.823330008560917719e-23 -5.168806642315736846e-24
5.156250000000000000e-01 9.744151257259473485e-24 2.410190764653987743e-23 -1.435775638928040395e-23
5.166015625000000000e-01 1.135923151950872699e-23 3.458733581247568997e-23 -2.322810429296696298e-23
5.175781250000000000e-01 5.111796153951139227e-23 8.258713818131747639e-23 -3.146917664180608412e-23
5.185546875000000000e-01 -1.035678130369951565e-22 -6.478444945437339725e-23 -3.878336358262175929e-23
5.195312500000000000e-01 -7.725254714656182311e-23 -3.235261658412238439e-23 -4.489993056243944459e-23
5.205078125000000000e-01 1.792440081010359455e-23 6.750661724582392154e-23 -4.958221643572032698e-23
5.214843750000000000e-01 -1.423947547044359431e-23 3.840030759025179028e-23 -5.263978306069538458e-23
5.224609375000000000e-01 -1.353536589873002155e-22 -8.142094962734010071e-23 -5.393270935996011475e-23
5.234375000000000000e-01 -2.946618622997248035e-23 2.391462129756208821e-23 -5.338080752753456856e-23
5.244140625000000000e-01 -6.010340803246107604e-24 4.495464262903700538e-23 -5.096498343228311298e-23
5.253906250000000000e-01 -9.941032275852884515e-23 -5.267766606851899917e-23 -4.673265669000984011e-23
5.263671875000000000e-01 -8.647008684539307301e-23 -4.567587644522488282e-23 -4.079421040016819019e-23
5.273437500000000000e-01 -5.962701356016437758e-23 -2.630334181272370078e-23 -3.332367174744067973e-23
5.283203125000000000e-01 -1.388404962301725231e-23 1.066709580669282515e-23 -2.455114542971007746e-23
5.292968750000000000e-01 8.454969000780432565e-23 9.930919396316721127e-23 -1.475950395536288855e-23
5.302734375000000000e-01 -3.150005189122180552e-23 -2.722786433765769823e-23 -4.272187553564108017e-24
5.312500000000000000e-01 -3.311287978359771770e-23 -3.966716689380030428e-23 6.554287110202589515e-24
5.322265625000000000e-01 -6.067769203971928280e-23 -7.802299181891016298e-23 1.734529977919088018e-23
5.332031250000000000e-01 7.521179105469534884e-24 -2.019622324280555049e-23 2.771740234827508537e-23
5.341796875000000000e-01 2.096998855175778625e-23 -1.632518591555409124e-23 3.729517446731187749e-23
5.351562500000000000e-01 -6.027634940093771242e-23 -1.059981918426167405e-22 4.572184244167902804e-23
5.361328125000000000e-01 3.649427343000825938e-23 -1.618151606507366138e-23 5.267578949508192076e-23
5.371093750000000000e-01 -1.192615909327054511e-22 -1.771408005577195479e-22 5.787920962501410849e-23
5.380859375000000000e-01 1.979868321239795042e-22 1.368743851904946788e-22 6.111244693348482543e-23
5.390625000000000000e-01 5.146375289453253209e-23 -1.075652244684065041e-23 6.222027534137317956e-23
5.400390625000000000e-01 1.132612555020524378e-22 5.213870323285681150e-23 6.112255226919563217e-23
5.410156250000000000e-01 3.750367011374902005e-23 -2.031148120713557548e-23 5.781515132088459552e-23
5.419921875000000000e-01 2.571173580877870566e-23 -2.666340397524444659e-23 5.237513978402315224e-23
5.429687500000000000e-01 4.632686343034576636e-23 1.370074869229360404e-24 4.495678856111640596e-23
5.439453125000000000e-01 1.007802330117245719e-22 6.498871196244604536e-23 3.579152104927852065e-23
5.449218750000000000e-01 4.123572629147460315e-23 1.605815061293919488e-23 2.517757567853540827e-23
5.458984375000000000e-01 4.693488485097329217e-24 -8.780345123689681449e-24 1.347383360878701067e-23
5.468750000000000000e-01 -3.481999482696359137e-23 -3.590480619260032697e-23 1.084811365636736706e-24
5.478515625000000000e-01 1.075398607696489035e-22 1.190890661710709346e-22 -1.154920540142202674e-23
5.488281250000000000e-01 -1.206012468029018732e-22 -9.663007564713941894e-23 -2.397117115576245426e-23
